contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 2
contig00496, 1
contig00496, 3
contig00496, 1
contig00496, 5
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 28
contig00496, 1
contig00496, 1
contig00496, 7
contig00496, 7
contig00496, 2
contig00496, 1
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 20
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 4
contig00496, 9
contig00496, 5
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 4
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 4
contig00496, 2
contig00496, 1
contig00496, 8
contig00496, 2
contig00496, 2
contig00496, 0
contig00496, 5
contig00496, 1
contig00496, 8
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 3
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 16
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 5
contig00496, 1
contig00496, 1
contig00496, 2
contig00496, 1
contig00496, 1
contig00496, 2
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 10
contig00496, 1
contig00496, 13
contig00496, 0
contig00496, 3
contig00496, 0
contig00496, 17
contig00496, 8
contig00496, 1
contig00496, 7
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 2
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 13
contig00496, 4
contig00496, 4
contig00496, 5
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 3
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 3
contig00496, 3
contig00496, 1
contig00496, 19
contig00496, 0
contig00496, 4
contig00496, 2
contig00496, 3
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 5
contig00496, 0
contig00496, 1
contig00496, 7
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 3
contig00496, 2
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 2
contig00496, 2
contig00496, 1
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 27
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 14
contig00496, 0
contig00496, 4
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 6
contig00496, 1
contig00496, 7
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 2
contig00496, 2
contig00496, 5
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 1
contig00496, 4
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 6
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 4
contig00496, 0
contig00496, 2
contig00496, 4
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 9
contig00496, 7
contig00496, 1
contig00496, 5
contig00496, 2
contig00496, 1
contig00496, 3
contig00496, 0
contig00496, 0
contig00496, 5
contig00496, 3
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 10
contig00496, 0
contig00496, 3
contig00496, 2
contig00496, 1
contig00496, 0
contig00496, 4
contig00496, 20
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 3
contig00496, 8
contig00496, 0
contig00496, 2
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 2
contig00496, 3
contig00496, 6
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 4
contig00496, 2
contig00496, 0
contig00496, 3
contig00496, 0
contig00496, 4
contig00496, 12
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 6
contig00496, 1
contig00496, 2
contig00496, 1
contig00496, 0
contig00496, 2
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 9
contig00496, 1
contig00496, 2
contig00496, 2
contig00496, 3
contig00496, 2
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 2
contig00496, 18
contig00496, 3
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 3
contig00496, 1
contig00496, 0
contig00496, 2
contig00496, 4
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 2
contig00496, 2
contig00496, 10
contig00496, 0
contig00496, 1
contig00496, 2
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 7
contig00496, 0
contig00496, 0
contig00496, 6
contig00496, 0
contig00496, 2
contig00496, 1
contig00496, 2
contig00496, 0
contig00496, 19
contig00496, 2
contig00496, 3
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 7
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 4
contig00496, 0
contig00496, 0
contig00496, 33
contig00496, 6
contig00496, 1
contig00496, 0
contig00496, 7
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 7
contig00496, 17
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 2
contig00496, 1
contig00496, 3
contig00496, 0
contig00496, 0
contig00496, 6
contig00496, 0
contig00496, 12
contig00496, 2
contig00496, 5
contig00496, 1
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 3
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 2
contig00496, 7
contig00496, 0
contig00496, 4
contig00496, 4
contig00496, 0
contig00496, 2
contig00496, 2
contig00496, 2
contig00496, 0
contig00496, 2
contig00496, 7
contig00496, 6
contig00496, 4
contig00496, 7
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 4
contig00496, 3
contig00496, 7
contig00496, 0
contig00496, 3
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 2
contig00496, 0
contig00496, 2
contig00496, 10
contig00496, 4
contig00496, 2
contig00496, 2
contig00496, 2
contig00496, 0
contig00496, 2
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 7
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 3
contig00496, 2
contig00496, 1
contig00496, 0
contig00496, 4
contig00496, 0
contig00496, 3
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 2
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 4
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 6
contig00496, 1
contig00496, 5
contig00496, 5
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 5
contig00496, 0
contig00496, 1
contig00496, 2
contig00496, 5
contig00496, 4
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 3
contig00496, 1
contig00496, 13
contig00496, 1
contig00496, 6
contig00496, 2
contig00496, 3
contig00496, 3
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 6
contig00496, 29
contig00496, 11
contig00496, 7
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 6
contig00496, 7
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 1
contig00496, 2
contig00496, 0
contig00496, 6
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 2
contig00496, 0
contig00496, 2
contig00496, 1
contig00496, 2
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 5
contig00496, 1
contig00496, 3
contig00496, 1
contig00496, 4
contig00496, 1
contig00496, 0
contig00496, 3
contig00496, 0
contig00496, 2
contig00496, 4
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 5
contig00496, 1
contig00496, 0
contig00496, 3
contig00496, 5
contig00496, 5
contig00496, 1
contig00496, 4
contig00496, 2
contig00496, 10
contig00496, 3
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 4
contig00496, 2
contig00496, 0
contig00496, 3
contig00496, 1
contig00496, 1
contig00496, 1
contig00496, 2
contig00496, 2
contig00496, 4
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 3
contig00496, 0
contig00496, 1
contig00496, 4
contig00496, 1
contig00496, 2
contig00496, 1
contig00496, 2
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 2
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 7
contig00496, 3
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 1
contig00496, 4
contig00496, 2
contig00496, 2
contig00496, 2
contig00496, 2
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 2
contig00496, 7
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 11
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 4
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 3
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 4
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 1
contig00496, 2
contig00496, 5
contig00496, 1
contig00496, 4
contig00496, 0
contig00496, 1
contig00496, 2
contig00496, 16
contig00496, 1
contig00496, 1
contig00496, 6
contig00496, 2
contig00496, 1
contig00496, 1
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 8
contig00496, 0
contig00496, 5
contig00496, 4
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 3
contig00496, 0
contig00496, 1
contig00496, 4
contig00496, 2
contig00496, 2
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 3
contig00496, 2
contig00496, 1
contig00496, 4
contig00496, 5
contig00496, 4
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 3
contig00496, 1
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 3
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 2
contig00496, 1
contig00496, 1
contig00496, 1
contig00496, 9
contig00496, 3
contig00496, 6
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 5
contig00496, 2
contig00496, 0
contig00496, 4
contig00496, 0
contig00496, 8
contig00496, 4
contig00496, 2
contig00496, 1
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 4
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 4
contig00496, 1
contig00496, 3
contig00496, 1
contig00496, 3
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 3
contig00496, 20
contig00496, 5
contig00496, 5
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 3
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 2
contig00496, 1
contig00496, 1
contig00496, 1
contig00496, 2
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 1
contig00496, 3
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 3
contig00496, 1
contig00496, 2
contig00496, 1
contig00496, 4
contig00496, 0
contig00496, 3
contig00496, 1
contig00496, 9
contig00496, 7
contig00496, 0
contig00496, 0
contig00496, 6
contig00496, 1
contig00496, 8
contig00496, 2
contig00496, 2
contig00496, 1
contig00496, 4
contig00496, 4
contig00496, 4
contig00496, 2
contig00496, 5
contig00496, 0
contig00496, 1
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 3
contig00496, 17
contig00496, 4
contig00496, 3
contig00496, 2
contig00496, 2
contig00496, 2
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 3
contig00496, 1
contig00496, 1
contig00496, 1
contig00496, 4
contig00496, 20
contig00496, 1
contig00496, 1
contig00496, 5
contig00496, 10
contig00496, 13
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 2
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 3
contig00496, 10
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 4
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 2
contig00496, 2
contig00496, 1
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 6
contig00496, 1
contig00496, 1
contig00496, 9
contig00496, 1
contig00496, 1
contig00496, 0
contig00496, 6
contig00496, 1
contig00496, 8
contig00496, 0
contig00496, 20
contig00496, 3
contig00496, 0
contig00496, 9
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 5
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 1
contig00496, 5
contig00496, 1
contig00496, 3
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 2
contig00496, 1
contig00496, 6
contig00496, 5
contig00496, 2
contig00496, 0
contig00496, 0
contig00496, 7
contig00496, 4
contig00496, 4
contig00496, 5
contig00496, 0
contig00496, 0
contig00496, 8
contig00496, 0
contig00496, 4
contig00496, 1
contig00496, 2
contig00496, 6
contig00496, 1
contig00496, 1
contig00496, 5
contig00496, 2
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 1
contig00496, 0
contig00496, 4
contig00496, 1
contig00496, 7
contig00496, 0
contig00496, 0
contig00496, 1
contig00496, 0
